race,positives,negatives,tp,fp,fn,tn,kappa,gmean,year,race_name,race_index,system,target
2023 :: Saudi Arabian Grand Prix,42,828,3,8,39,820,0.0950736953923782,0.26596699100387944,2023,Saudi Arabian Grand Prix,40,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Singapore Grand Prix,47,944,2,4,45,940,0.06543620931888616,0.20584674239815456,2023,Singapore Grand Prix,41,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: Spanish Grand Prix,84,1211,3,4,81,1207,0.05651886962260755,0.1886698689580203,2023,Spanish Grand Prix,42,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: São Paulo Grand Prix,70,998,8,12,62,986,0.1531075867981141,0.33602312027661896,2023,São Paulo Grand Prix,43,MOA Percent,target_pit_any_h2_clean_actionable
2023 :: United States Grand Prix,74,910,7,17,67,893,0.11007751937984478,0.3046759636522757,2023,United States Grand Prix,44,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Abu Dhabi Grand Prix,54,912,6,8,48,904,0.15706806282722519,0.3318681247750609,2024,Abu Dhabi Grand Prix,45,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Australian Grand Prix,68,806,4,11,64,795,0.07023914215199578,0.2408749196184242,2024,Australian Grand Prix,46,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Austrian Grand Prix,88,1273,12,31,76,1242,0.14699835405891415,0.3647504892038114,2024,Austrian Grand Prix,47,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Azerbaijan Grand Prix,46,879,6,28,40,851,0.11248447906084214,0.3553587813481308,2024,Azerbaijan Grand Prix,48,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Bahrain Grand Prix,84,1024,16,24,68,1000,0.21990939145341004,0.43129097458897137,2024,Bahrain Grand Prix,49,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Belgian Grand Prix,46,556,2,6,44,550,0.052624952788618784,0.20738628451290192,2024,Belgian Grand Prix,50,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: British Grand Prix,92,850,20,9,72,841,0.29770078972074443,0.46377744023022094,2024,British Grand Prix,51,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Canadian Grand Prix,85,1023,9,6,76,1017,0.1606836027713625,0.3244400438809708,2024,Canadian Grand Prix,52,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Chinese Grand Prix,53,782,9,14,44,768,0.20635180754481997,0.40837632201579604,2024,Chinese Grand Prix,53,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Dutch Grand Prix,52,1355,3,9,49,1346,0.0810135135135136,0.23939321534382296,2024,Dutch Grand Prix,54,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Emilia Romagna Grand Prix,55,1163,7,20,48,1143,0.14531607949972136,0.3536722074592322,2024,Emilia Romagna Grand Prix,55,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Hungarian Grand Prix,80,1256,4,15,76,1241,0.05918405249798808,0.22226755553170197,2024,Hungarian Grand Prix,56,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Italian Grand Prix,60,922,6,8,54,914,0.14233391559136765,0.3148528561744593,2024,Italian Grand Prix,57,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Japanese Grand Prix,67,797,6,14,61,783,0.10605893389250642,0.29661283795546217,2024,Japanese Grand Prix,58,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Las Vegas Grand Prix,81,825,15,27,66,798,0.19473593669361766,0.423231117859473,2024,Las Vegas Grand Prix,59,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Mexico City Grand Prix,44,1061,5,26,39,1035,0.10383420464895743,0.3329439647453528,2024,Mexico City Grand Prix,60,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Miami Grand Prix,45,820,10,5,35,815,0.3155291790306627,0.4699651143139102,2024,Miami Grand Prix,61,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Monaco Grand Prix,14,1212,1,4,13,1208,0.09985315712187959,0.26681985227690835,2024,Monaco Grand Prix,62,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Qatar Grand Prix,73,715,21,8,52,707,0.379054923695201,0.533340917019876,2024,Qatar Grand Prix,63,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Saudi Arabian Grand Prix,38,798,6,2,32,796,0.24899598393574285,0.39686145023749314,2024,Saudi Arabian Grand Prix,64,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Singapore Grand Prix,50,1106,1,13,49,1093,0.012564752562548187,0.14058776129406897,2024,Singapore Grand Prix,65,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: Spanish Grand Prix,84,1207,5,5,79,1202,0.09383826060798506,0.24346916030489033,2024,Spanish Grand Prix,66,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: São Paulo Grand Prix,26,923,2,5,24,918,0.11087778244435098,0.2765978588696852,2024,São Paulo Grand Prix,67,MOA Percent,target_pit_any_h2_clean_actionable
2024 :: United States Grand Prix,45,938,3,21,42,917,0.056923568915893896,0.2552922430338098,2024,United States Grand Prix,68,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Abu Dhabi Grand Prix,54,1066,3,8,51,1058,0.07724962296821769,0.2348161585354807,2025,Abu Dhabi Grand Prix,69,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Australian Grand Prix,58,587,3,5,55,582,0.07064982469622016,0.2264587325315566,2025,Australian Grand Prix,70,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Austrian Grand Prix,64,1011,8,16,56,995,0.15435713661393236,0.3507445803330917,2025,Austrian Grand Prix,71,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Azerbaijan Grand Prix,37,856,2,14,35,842,0.05174991873442414,0.23058619304357508,2025,Azerbaijan Grand Prix,72,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Bahrain Grand Prix,85,938,17,15,68,923,0.2568205092296786,0.4436233827887453,2025,Bahrain Grand Prix,73,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Belgian Grand Prix,52,767,3,8,49,759,0.07472300953362543,0.23893631501224702,2025,Belgian Grand Prix,74,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: British Grand Prix,59,500,9,4,50,496,0.22028206850235055,0.38900132891586,2025,British Grand Prix,75,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Canadian Grand Prix,106,1015,19,34,87,981,0.18779303365807798,0.4162223054193284,2025,Canadian Grand Prix,76,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Chinese Grand Prix,50,997,6,15,44,982,0.1448565139748329,0.3437943916809199,2025,Chinese Grand Prix,77,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Dutch Grand Prix,76,1045,9,20,67,1025,0.13919168203924204,0.34081464317465354,2025,Dutch Grand Prix,78,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Emilia Romagna Grand Prix,66,965,8,15,58,950,0.15170812528882038,0.3454388440457491,2025,Emilia Romagna Grand Prix,79,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Hungarian Grand Prix,60,1289,6,45,54,1244,0.070102145259332,0.3106588509035045,2025,Hungarian Grand Prix,80,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Italian Grand Prix,40,917,4,27,36,890,0.07906273389646679,0.3115375035843769,2025,Italian Grand Prix,81,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Japanese Grand Prix,42,997,8,35,34,962,0.15361911620603752,0.42870673382742913,2025,Japanese Grand Prix,82,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Las Vegas Grand Prix,34,769,1,5,33,764,0.03777749747729575,0.17094013825062238,2025,Las Vegas Grand Prix,83,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Mexico City Grand Prix,56,1150,14,87,42,1063,0.1261360444868843,0.4807150471139208,2025,Mexico City Grand Prix,84,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Miami Grand Prix,22,468,1,1,21,467,0.07642220699108981,0.2129728160057531,2025,Miami Grand Prix,85,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Monaco Grand Prix,72,1274,2,15,70,1259,0.025020026247166594,0.16568259980847508,2025,Monaco Grand Prix,86,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Qatar Grand Prix,85,914,19,11,66,903,0.29933050963246344,0.46993534964769407,2025,Qatar Grand Prix,87,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Saudi Arabian Grand Prix,32,813,2,12,30,801,0.06541317743719388,0.24814812265037942,2025,Saudi Arabian Grand Prix,88,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Singapore Grand Prix,46,1165,5,45,41,1120,0.06726015619402448,0.3232601238466342,2025,Singapore Grand Prix,89,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: Spanish Grand Prix,104,995,15,37,89,958,0.13792115944916206,0.37264918354001814,2025,Spanish Grand Prix,90,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: São Paulo Grand Prix,70,1056,7,17,63,1039,0.12103352718473137,0.31367204452286074,2025,São Paulo Grand Prix,91,MOA Percent,target_pit_any_h2_clean_actionable
2025 :: United States Grand Prix,42,959,8,41,34,918,0.13682092555331993,0.42700443455478343,2025,United States Grand Prix,92,MOA Percent,target_pit_any_h2_clean_actionable
2022 :: Abu Dhabi Grand Prix,26,1036,0,0,26,1036,0.0,0.0,2022,Abu Dhabi Grand Prix,1,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Australian Grand Prix,20,821,2,5,18,816,0.13751281936951,0.3152633607029292,2022,Australian Grand Prix,2,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Austrian Grand Prix,46,1191,0,0,46,1191,0.0,0.0,2022,Austrian Grand Prix,3,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Azerbaijan Grand Prix,25,748,0,0,25,748,0.0,0.0,2022,Azerbaijan Grand Prix,4,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Bahrain Grand Prix,49,924,3,7,46,917,0.0860935367820369,0.2464967908584715,2022,Bahrain Grand Prix,5,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Belgian Grand Prix,24,679,0,0,24,679,0.0,0.0,2022,Belgian Grand Prix,6,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: British Grand Prix,4,271,0,0,4,271,0.0,0.0,2022,British Grand Prix,7,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Canadian Grand Prix,19,1028,1,0,18,1028,0.09836379293847464,0.22941573387056177,2022,Canadian Grand Prix,8,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Dutch Grand Prix,41,1131,0,2,41,1129,-0.0032648510909378814,0.0,2022,Dutch Grand Prix,9,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Emilia Romagna Grand Prix,22,1023,0,0,22,1023,0.0,0.0,2022,Emilia Romagna Grand Prix,10,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: French Grand Prix,16,844,0,0,16,844,0.0,0.0,2022,French Grand Prix,11,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Hungarian Grand Prix,34,1227,0,1,34,1226,-0.001543104817663954,0.0,2022,Hungarian Grand Prix,12,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Italian Grand Prix,36,781,1,0,35,781,0.05179560301090946,0.16666666666666666,2022,Italian Grand Prix,13,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Japanese Grand Prix,2,176,0,0,2,176,0.0,0.0,2022,Japanese Grand Prix,14,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Mexico City Grand Prix,12,1295,0,2,12,1293,-0.0026301369863013235,0.0,2022,Mexico City Grand Prix,15,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Miami Grand Prix,21,886,0,0,21,886,0.0,0.0,2022,Miami Grand Prix,16,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Monaco Grand Prix,18,1006,0,0,18,1006,0.0,0.0,2022,Monaco Grand Prix,17,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Saudi Arabian Grand Prix,10,493,0,1,10,492,-0.0036277888626881083,0.0,2022,Saudi Arabian Grand Prix,18,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Singapore Grand Prix,7,609,0,0,7,609,0.0,0.0,2022,Singapore Grand Prix,19,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: Spanish Grand Prix,42,1130,0,1,42,1129,-0.0016695818095084913,0.0,2022,Spanish Grand Prix,20,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: São Paulo Grand Prix,22,974,0,0,22,974,0.0,0.0,2022,São Paulo Grand Prix,21,MOA Percent,target_pit_success_h2_clean_actionable
2022 :: United States Grand Prix,26,788,0,1,26,787,-0.0023716136094134033,0.0,2022,United States Grand Prix,22,MOA Percent,target_pit_success_h2_clean_actionable
2023 :: Abu Dhabi Grand Prix,44,1012,3,0,41,1012,0.12299465240641716,0.26111648393354675,2023,Abu Dhabi Grand Prix,23,MOA Percent,target_pit_success_h2_clean_actionable
2023 :: Australian Grand Prix,10,748,0,0,10,748,0.0,0.0,2023,Australian Grand Prix,24,MOA Percent,target_pit_success_h2_clean_actionable
